id,id_kecamatan,nama_kelurahan
1105080021,1105080,MESIR
1105080022,1105080,SELEMAK
1105080023,1105080,SEMBUANG
1105080028,1105080,BUNIN
1105080029,1105080,ALUR DRIEN
1105080030,1105080,UPT I KUALA PANGOH
1105081001,1105081,HTI RANTO NARO
1105081002,1105081,TAMPUR BOOR
1105081003,1105081,TAMPOR PALOH
1105081004,1105081,MELIDI
1105081005,1105081,BATU SUMBANG
1105081006,1105081,SIMPANG JERNIH
1105081007,1105081,PANTE KERA
1105081008,1105081,RANTAU PANJANG
1105082001,1105082,ARUL PINANG
1105082002,1105082,PEUNARON BARU
1105082003,1105082,PEUNARON LAMA
1105082004,1105082,BUKIT TIGA
1105082006,1105082,SRI MULYA
1105090001,1105090,BUKET TIGA
1105090002,1105090,BENTENG
1105090003,1105090,AFD.II BUKET
1105090004,1105090,ALUE DRIEN
1105090005,1105090,ALUE CANANG
1105090006,1105090,JAMBUR LABU
1105090007,1105090,ALUE BULOH
1105090008,1105090,PEUTOW
1105090009,1105090,KEMUNING HULU
1105090010,1105090,ALUE TEH
1105090011,1105090,PAYA TAMPAH
1105090012,1105090,PAYA BILI II
1105090013,1105090,PAYA RAMBONG
1105090014,1105090,ALUE GADENG SATU
1105090015,1105090,BIREM RAYEUK
1105090016,1105090,KEUDE BIREM
1105090017,1105090,ARAMIYAH
1105090018,1105090,PAYA BILI I
1105090019,1105090,MERBAU II
1105090020,1105090,PAYA PEULAWI
1105090021,1105090,BAYEUN
1105090022,1105090,ALUE GADENG
1105090023,1105090,PERK. ALUE GADENG DUA
1105090024,1105090,BUKIT SEULEMAK
1105090025,1105090,BLANG TUALANG
1105090026,1105090,ALUE SENTANG
1105090027,1105090,ALUE NYAMUK
1105100001,1105100,ALUE TUWI
1105100002,1105100,ALUE KAOL
1105100003,1105100,ALUE PUNTI
1105100004,1105100,DAMAR SIPUT
1105100005,1105100,SIMPANG PEUT
1105100006,1105100,SARAH KAYEE
1105100007,1105100,ALUR SEULEUMAK
1105100008,1105100,SIMPANG ANEUH
1105100009,1105100,GAMPONG BAYEUN
1105100010,1105100,SARAH TEUBEE
1105100011,1105100,RANTAU PANJANG
1105100012,1105100,ALUE RAYA
1105100013,1105100,SEUNEUBOK DALAM
1105100014,1105100,ALUE KUMBA
1105101001,1105101,GAJAH MENTAH
1105101002,1105101,SEUNEUBOK ACEH
1105101003,1105101,SEUNEUBOK PASE
1105101004,1105101,SUNGAI SIMPANG
1105101005,1105101,PAYA KEUTAPANG
1105101006,1105101,ALUE ITAM
1105101007,1105101,BUKIT DRIEN
1105101008,1105101,BUKIT SELAMAT
1105101009,1105101,KUALA PAREK
1105101010,1105101,LABUHAN KEUDE
1105101011,1105101,KRUENG LINGKA
1105101012,1105101,GEULUMPANG PAYONG
1105101013,1105101,ALUE RANGAN
1105110008,1105110,CEK MBON
1105110018,1105110,SEUNEUBOK PIDIE
1105110019,1105110,KUALA LEUGE
1105110020,1105110,SEUNEUBOK PEUSANGAN
1105110023,1105110,LEUBUK PEMPENG
1105110024,1105110,DAMA TUTONG
1105110025,1105110,BALE BUYA
1105110026,1105110,MATANG GLEUM
1105110027,1105110,ALUE NIBONG
1105110028,1105110,BUKET PALA
1105110029,1105110,BLANG SIMPO
1105110030,1105110,PAYA KALUT
1105110031,1105110,ALUE DUA PAYA GAJAH
1105110032,1105110,SEUNEUBOK ACEH
1105110033,1105110,UTEUN DAMA
